,Ts,HighMomentum,LowMomentum,FastMomentum,Volatility,NormClose,NormVolume,Delta,HighAlpha,HighBetta,LowAlpha,LowBetta,LowGamma,Meditation,MidGamma,Theta
0,1643002710,1.0062570714259946,0.9895362648668274,0.9969496058240498,0.000646854638120169,0.6017031715400618,0.02598168187562595,684087.0,30642.0,5902.0,2746.0,13158.0,5842.0,11.0,3454.0,270244.0
1,1643002711,1.0062570714259946,0.9895362648668274,0.9969496058240498,0.000646854638120169,0.6017031715400618,0.02598168187562595,8800.0,6291.0,7942.0,8401.0,7198.0,2316.0,7.0,2922.0,36120.0
2,1643002712,1.0062570714259946,0.9895362648668274,0.9972474823598384,0.000645514219811732,0.5706646562965861,0.07645683364686537,38743.0,14111.0,7549.0,9436.0,10794.0,4529.0,23.0,1446.0,31436.0
3,1643002713,1.0062570714259946,0.9895362648668274,0.9974310683873839,0.0006439652465127099,0.600072207664155,0.05278245895803027,56506.0,2924.0,2753.0,3510.0,4752.0,1611.0,11.0,1169.0,33480.0
4,1643002714,1.0062570714259946,0.9895362648668274,0.9973565620971724,0.0006419736010822183,0.5886472512281533,0.13367589424871462,7223.0,4052.0,3349.0,4029.0,3406.0,1849.0,20.0,777.0,21221.0
5,1643002715,1.0062570714259946,0.9895362648668274,0.9967763755001934,0.0006398989854735072,0.5842911031518803,0.0402383552643107,23761.0,3991.0,5621.0,3482.0,5089.0,1505.0,14.0,2990.0,37516.0
6,1643002716,1.0062570714259946,0.9895362648668274,0.9947433999493668,0.0006380898168344495,0.5668455841704976,0.021792706412620984,21091.0,9433.0,3905.0,6020.0,2858.0,3021.0,11.0,1158.0,40229.0
7,1643002717,1.0062570714259946,0.9895362648668274,0.9986688888228084,0.0006363908094927524,0.5902802681681515,0.003298832257404826,95228.0,5694.0,3870.0,23488.0,14760.0,2135.0,20.0,1000.0,63843.0
8,1643002718,1.0062570714259946,0.9895362648668274,0.9987072054661328,0.0006343905983808022,0.5842911031518803,0.026358296126392185,62592.0,2853.0,5443.0,3216.0,4499.0,2550.0,21.0,1233.0,7319.0
9,1643002719,1.0062570714259946,0.9895362648668274,0.9989934874257757,0.0006326833736505241,0.5652083471680686,0.01207740085321345,17932.0,3266.0,7520.0,9673.0,5526.0,3068.0,37.0,1970.0,3315.0
10,1643002720,1.0062570714259946,0.9895362648668274,0.9993626264949296,0.0006307076203491621,0.5602948643125181,0.0,178153.0,9315.0,2337.0,4726.0,5355.0,5587.0,29.0,885.0,73587.0
11,1643002721,1.0062570714259946,0.9895362648668274,0.9988339547777716,0.0006309152541384742,0.5071690111591484,0.15094322921573944,30804.0,1701.0,3368.0,464.0,2295.0,1416.0,21.0,1266.0,9412.0
12,1643002722,1.0064771267755042,0.9895362648668274,0.9986439756040506,0.0006304917367144457,0.5181482592737263,0.057127268416689525,1737287.0,20774.0,6705.0,9346.0,4309.0,2496.0,17.0,1134.0,109843.0
13,1643002723,1.006697712738876,0.9895362648668274,1.0001399779424738,0.0006317945442985129,0.5630249052221467,0.02675237482170174,1332016.0,44032.0,10672.0,22179.0,15618.0,2357.0,20.0,772.0,54141.0
14,1643002724,1.0066218263182969,0.9895362648668274,0.9995476123299222,0.0006318544187721816,0.5520998136621218,0.0027447441785873944,241783.0,17294.0,6027.0,14641.0,13961.0,1847.0,34.0,1901.0,28413.0
15,1643002725,1.0066287224839556,0.9895362648668274,0.9995216776559112,0.0006319078714944507,0.5624789626957913,0.0,7020.0,1376.0,4118.0,2097.0,4885.0,2014.0,37.0,1169.0,9193.0
16,1643002726,1.0067460368812102,0.9895362648668274,0.9999334374646576,0.0006315166386423964,0.5652083471680686,0.010417131498530859,17491.0,17216.0,2768.0,6181.0,3020.0,2702.0,60.0,1465.0,1622.0
17,1643002727,1.0069603509935938,0.9895362648668274,0.9998075523953572,0.0006317285951259227,0.5842911031518803,0.03656705801025075,13494.0,8729.0,4024.0,2123.0,3459.0,1392.0,54.0,1915.0,14435.0
18,1643002728,1.006856587963465,0.9895362648668274,1.0000663764417668,0.0006300037412261566,0.5940894993889914,0.024119991904014603,23780.0,7429.0,3671.0,14394.0,10182.0,3583.0,53.0,453.0,21920.0
19,1643002729,1.0067460368812102,0.9895362648668274,1.000073050800607,0.0006275284835241492,0.5902802681681515,0.005955844066741975,5804.0,6718.0,3726.0,4522.0,7759.0,3948.0,61.0,1194.0,12442.0
20,1643002730,1.0066218263182969,0.9895362648668274,1.0003589156022836,0.0006272650041269048,0.5962654857432331,0.0025555536307233376,20192.0,3521.0,3189.0,12343.0,5217.0,2784.0,50.0,800.0,7986.0
21,1643002731,1.007001889154829,0.9895362648668274,1.0000199131320893,0.0006264521678673155,0.5919129914968726,0.024488690492098772,27355.0,4664.0,4493.0,1351.0,1803.0,3448.0,40.0,1114.0,22695.0
22,1643002732,1.0068151156595149,0.9895362648668274,0.9997272944967656,0.0006268140711223204,0.5619329873455997,0.05250778151215384,10470.0,9267.0,3064.0,15821.0,5497.0,2245.0,41.0,510.0,27760.0
23,1643002733,1.006677010200704,0.9895362648668274,1.0000266315863129,0.0006267844546501778,0.5673912642481469,0.0224184943905955,253515.0,153829.0,167149.0,111616.0,187073.0,12619.0,43.0,2349.0,225593.0
24,1643002734,1.0064495908869435,0.9895362648668274,1.0003990425347995,0.0006269839834526903,0.5930013106507934,0.01574145801787752,570217.0,3534.0,1126.0,5496.0,2034.0,724.0,43.0,272.0,20356.0
25,1643002735,1.0053753068938451,0.9895362648668274,1.0009083040239222,0.0006237616237360178,0.5815674490691066,0.014771652467854597,48904.0,6877.0,2565.0,10121.0,6313.0,3532.0,34.0,965.0,44513.0
26,1643002736,1.0055932467552882,0.9895362648668274,1.0015429479782412,0.0006263589045093608,0.6445468035662979,0.08995872550026188,11819.0,1903.0,2831.0,8284.0,3682.0,1570.0,40.0,1416.0,16478.0
